latitude,longitude,elevation,distance
-12.61313,131.07355,19.9,39.225
-12.6132,131.07354,19.9,39.233
-12.61329,131.07355,19.9,39.243
-12.61352,131.07356,19.8,39.269
-12.614265,131.0736,19.8,39.352
-12.61501,131.07364,21.7,39.435
-12.61526,131.07362,21.8,39.463
-12.6159,131.07359,22,39.534
-12.6163,131.07358,22.8,39.578
-12.61667,131.07356,23.3,39.62
-12.61703,131.07353,23.6,39.66
-12.61728,131.07351,23.7,39.688
-12.61779,131.07345,24,39.745
-12.61826,131.07337,24.7,39.798
-12.6185,131.07333,25,39.825
-12.619295,131.07319,24.7,39.915
-12.62009,131.07305,24,40.005
-12.620765,131.07293,24.3,40.081
-12.62144,131.07281,25,40.157
-12.62219,131.07269,25.4,40.242
-12.62245,131.07266,25.8,40.271
-12.62287,131.07261,26.4,40.318
-12.62321,131.07258,26.9,40.356
-12.62382,131.07254,27.6,40.424
-12.62446,131.07251,27.1,40.495
-12.62507,131.07252,26.8,40.563
-12.62535,131.07252,26.8,40.594
-12.6262,131.07258,26.3,40.689
-12.62642,131.07259,26.3,40.714
-12.62689,131.07265,27,40.766
-12.62729,131.0727,28.6,40.811
-12.628005,131.072815,29.9,40.892
-12.62872,131.07293,30,40.972
-12.62957,131.07307,31.1,41.068
-12.63033,131.0732,32.7,41.154
-12.63036,131.0732,32.8,41.157
-12.63083,131.07328,34.3,41.21
-12.6313,131.07336,35.5,41.263
-12.63163,131.07342,35.9,41.301
-12.63234,131.07353,35.8,41.381
-12.63301,131.07365,36.7,41.456
-12.63318,131.07367,36.7,41.475
-12.63346,131.07371,36.9,41.507
-12.63431,131.07384,37.9,41.603
-12.63441,131.07385,37.6,41.614
-12.63467,131.07389,37,41.643
-12.6348,131.07391,36.6,41.658
-12.63562,131.07406,36.4,41.75
-12.63643,131.07421,36.1,41.842
-12.636975,131.0743,36.7,41.903
-12.63752,131.07439,36.9,41.965
-12.638095,131.07448,35.4,42.03
-12.63867,131.07457,35,42.094
-12.639275,131.07467,36.3,42.163
-12.63988,131.07477,36.5,42.231
-12.640445,131.074865,37.2,42.295
-12.64101,131.07496,36.9,42.358
-12.64131,131.07501,36.6,42.392
-12.64217,131.07518,35.6,42.49
-12.64279,131.07531,35.6,42.56
-12.64324,131.075405,36,42.611
-12.64369,131.0755,35.6,42.662
-12.64423,131.07561,35.5,42.724
-12.64477,131.07572,35.3,42.785
-12.64523,131.075815,35,42.837
-12.64569,131.07591,34.1,42.889
-12.64638,131.07605,34,42.968
-12.64686,131.07615,34.4,43.022
-12.64734,131.07625,34.8,43.077
-12.648,131.07637,35.2,43.151
-12.64885,131.076511,35.2,43.247
-12.6497,131.076652,35.8,43.343
-12.65055,131.076793,35.5,43.439
-12.6514,131.076934,37.8,43.535
-12.65225,131.077076,38.3,43.631
-12.6531,131.077217,39.4,43.727
-12.65395,131.077358,40.4,43.822
-12.6548,131.077499,40.1,43.918
-12.65565,131.07764,41.2,44.014
-12.65649,131.077775,42.6,44.109
-12.65733,131.07791,43.5,44.203
-12.65762,131.07796,43.9,44.236
-12.65827,131.07807,45.9,44.309
-12.658938,131.07818,46,44.385
-12.659605,131.07829,47.8,44.46
-12.660273,131.0784,48.6,44.535
-12.66094,131.07851,49.7,44.611
-12.66142,131.07859,50,44.665
-12.6619,131.07867,49.9,44.719
-12.662435,131.078755,50.3,44.779
-12.66297,131.07884,49.8,44.839
-12.66383,131.07898,50.8,44.936
-12.66432,131.079045,51.4,44.991
-12.66481,131.07911,51.4,45.046
-12.66541,131.07919,51.2,45.114
-12.66592,131.07925,51.2,45.171
-12.66593,131.07925,51.2,45.172
-12.666415,131.079315,52.5,45.226
-12.6669,131.07938,52.8,45.281
-12.66761,131.07947,52.3,45.36
-12.66818,131.07954,51.8,45.424
-12.66875,131.07961,51.7,45.488
-12.66956,131.07972,52.5,45.579
-12.67037,131.07983,51.7,45.67
-12.67086,131.07991,51,45.725
-12.671465,131.08,51.1,45.793
-12.67207,131.08009,51.6,45.861
-12.67254,131.080165,51.8,45.914
-12.67301,131.08024,51.6,45.967
-12.67326,131.08028,51.5,45.996
-12.67334,131.08029,51.5,46.005
-12.67382,131.08038,50.9,46.059
-12.674295,131.080465,51,46.113
-12.67477,131.08055,51.9,46.166
-12.67481,131.08056,51.9,46.171
-12.675513,131.080677,53,46.25
-12.676217,131.080793,53.1,46.329
-12.67692,131.08091,54.1,46.409
-12.677805,131.08106,55.6,46.509
-12.67869,131.08121,55.7,46.608
-12.679575,131.08136,57,46.708
-12.68046,131.08151,57,46.808
-12.68081,131.08155,57,46.847
-12.68145,131.08166,57.7,46.92
-12.68194,131.08174,57.4,46.975
-12.68243,131.08182,56.5,47.03
-12.68267,131.08186,55.9,47.057
-12.68297,131.08192,55.2,47.091
-12.68321,131.08197,54.7,47.118
-12.68365,131.08209,54.1,47.169
-12.68413,131.08222,54,47.224
-12.68474,131.08239,53.8,47.295
-12.68535,131.08256,53.4,47.365
-12.68596,131.08273,53.1,47.435
-12.686765,131.08295,54,47.528
-12.68757,131.08317,54.9,47.621
-12.688085,131.08331,55,47.68
-12.6886,131.08345,55.1,47.74
-12.68946,131.08369,55.8,47.839
-12.69032,131.08393,55.7,47.938
-12.691075,131.08413,56.1,48.025
-12.69183,131.08433,56.7,48.112
-12.69194,131.08436,56.9,48.124
-12.69208,131.08439,57,48.14
-12.69221,131.08442,57,48.155
-12.6926,131.0845,57.3,48.199
-12.69323,131.08461,57.6,48.27
-12.69359,131.08466,58.1,48.311
-12.694267,131.084743,59,48.387
-12.694943,131.084827,59.5,48.463
-12.69562,131.08491,60.2,48.539
-12.69651,131.085022,60.4,48.638
-12.6974,131.085134,60.1,48.738
-12.69829,131.085246,60.5,48.838
-12.69918,131.085358,60.3,48.938
-12.70007,131.08547,60.1,49.038
-12.70013,131.08547,60.1,49.044
-12.70063,131.08553,59.4,49.1
-12.70149,131.08564,58.4,49.197
-12.70188,131.08569,58.1,49.241
-12.70241,131.08575,57.8,49.3
-12.70261,131.08578,57.7,49.322
-12.70345,131.085885,56.9,49.417
-12.70429,131.08599,56.6,49.511
-12.70507,131.08609,56.8,49.598
-12.705545,131.086145,56.3,49.652
-12.70602,131.0862,55.7,49.705
-12.70671,131.08628,55.5,49.782
-12.7074,131.08636,55.9,49.859
-12.70793,131.08641,56,49.919
-12.70851,131.08648,55.5,49.984
-12.70931,131.08658,55.6,50.073
-12.70973,131.08663,56.4,50.12
-12.71061,131.086745,56.1,50.219
-12.71149,131.08686,57.6,50.318
-12.712025,131.08693,58.4,50.378
-12.71256,131.087,58.6,50.438
-12.713298,131.087095,57.8,50.521
-12.714035,131.08719,57.7,50.603
-12.714773,131.087285,58.7,50.686
-12.71551,131.08738,58.8,50.769
-12.71628,131.08748,58.6,50.855
-12.71702,131.08756,56.9,50.938
-12.71756,131.08762,55.6,50.999
-12.71812,131.08769,55.4,51.061
-12.71868,131.08776,56,51.124
-12.71925,131.087835,57.1,51.188
-12.71982,131.08791,58,51.252
-12.720435,131.087985,57.1,51.321
-12.72105,131.08806,56,51.39
-12.72182,131.08816,56,51.477
-12.722597,131.088253,56.7,51.564
-12.723373,131.088347,56.5,51.651
-12.72415,131.08844,55.2,51.738
-12.72478,131.08852,54.6,51.808
-12.72537,131.08859,54.9,51.874
-12.72591,131.08866,55.1,51.935
-12.72645,131.08873,55.2,51.996
-12.72732,131.08884,54.5,52.093
-12.72819,131.08895,53.1,52.191
-12.72906,131.08906,52,52.288
-12.72993,131.08917,51,52.386
-12.7308,131.08928,49.9,52.484
-12.731503,131.089367,47.4,52.562
-12.732207,131.089453,45.5,52.641
-12.73291,131.08954,44.4,52.72
-12.73314,131.08956,44,52.746
-12.73349,131.08962,44.1,52.785
-12.73377,131.08967,44.2,52.817
-12.73393,131.08969,44.2,52.835
-12.73429,131.08975,44.3,52.875
-12.73461,131.08981,44.4,52.912
-12.73526,131.08994,45,52.985
-12.73575,131.09005,45,53.041
-12.7363,131.09018,44.4,53.104
-12.73683,131.09032,43.7,53.165
-12.73723,131.09043,43.3,53.211
-12.73771,131.09058,44.1,53.267
-12.73811,131.09071,44.9,53.314
-12.73843,131.09082,45.5,53.351
-12.73897,131.09101,45.8,53.415
-12.73957,131.09124,45.7,53.486
-12.73986,131.09135,45.9,53.521
-12.74028,131.09153,46.8,53.571
-12.74056,131.09165,47.7,53.605
-12.74087,131.0918,49.6,53.643
-12.74115,131.09193,51.1,53.677
-12.74136,131.09204,51.9,53.704
-12.7419,131.09231,52.7,53.771
-12.74204,131.09239,52.9,53.788
-12.74239,131.09255,53.9,53.831
-12.74276,131.09275,55,53.878
-12.74318,131.09298,55.6,53.931
-12.7432,131.09298,55.6,53.933
-12.74371,131.09324,56.4,53.996
-12.74422,131.0935,57,54.06
-12.74462,131.09371,57,54.11
-12.74476,131.09378,57.1,54.127
-12.74519,131.094,57.7,54.18
-12.74528,131.09405,57.9,54.192
-12.74601,131.094425,59.1,54.283
-12.74674,131.0948,59.4,54.374
-12.74747,131.095175,59.2,54.465
-12.7482,131.09555,58.8,54.555
-12.748952,131.095944,59.6,54.649
-12.749704,131.096338,59.8,54.743
-12.750456,131.096732,59.5,54.837
-12.751208,131.097126,60,54.931
-12.75196,131.09752,60.2,55.025
-12.752385,131.097745,60.9,55.079
-12.75281,131.09797,60.5,55.132
-12.75345,131.0983,60.6,55.212
-12.75413,131.09866,61.4,55.297
-12.75415,131.09867,61.4,55.299
-12.75487,131.09905,61.5,55.39
-12.75554,131.099403,61.8,55.473
-12.75621,131.099755,62.3,55.557
-12.75688,131.100108,62.8,55.641
-12.75755,131.10046,63.5,55.725
-12.758335,131.100862,62.7,55.823
-12.75912,131.101265,61.2,55.92
-12.759905,131.101667,61,56.018
-12.76069,131.10207,62,56.116
-12.761327,131.102397,62,56.195
-12.761963,131.102723,62,56.274
-12.7626,131.10305,61.4,56.353
-12.76334,131.10344,60.8,56.446
-12.76375,131.10366,60.5,56.498
-12.764448,131.104033,60.6,56.585
-12.765145,131.104405,61.2,56.673
-12.765843,131.104777,60.9,56.76
-12.76654,131.10515,61.2,56.848
-12.767175,131.105475,60.6,56.927
-12.76781,131.1058,60.8,57.006
-12.7684,131.106103,60.6,57.079
-12.76899,131.106407,59.6,57.153
-12.76958,131.10671,57.9,57.226
-12.770145,131.10703,57.2,57.298
-12.77071,131.10735,55.9,57.37
-12.7712,131.10765,52.4,57.433
-12.771735,131.10802,48.7,57.505
-12.77227,131.10839,45.2,57.577
-12.772865,131.10883,43.9,57.659
-12.77346,131.10927,42.6,57.74
-12.774085,131.109755,41.4,57.828
-12.77471,131.11024,40.4,57.915
-12.77526,131.11072,39.7,57.995
-12.77563,131.11107,38.8,58.051
-12.77612,131.11156,36.8,58.128
-12.77661,131.11205,35.7,58.204
-12.776925,131.11238,35.2,58.254
-12.77724,131.11271,35,58.304
-12.77746,131.11296,35,58.341
-12.77794,131.11348,34.2,58.418
-12.77851,131.11418,32.3,58.517
-12.779063,131.114877,31.9,58.615
-12.779617,131.115573,33.8,58.712
-12.78017,131.11627,37.7,58.81
-12.78055,131.11675,38.1,58.877
-12.78093,131.11723,38,58.944
-12.78131,131.11771,37.5,59.011
-12.78179,131.11831,35,59.096
-12.78194,131.11851,34.4,59.123
-12.78236,131.11905,34.9,59.198
-12.78277,131.11954,34.8,59.268
-12.78324,131.1201,34.7,59.348
-12.78356,131.12047,34.8,59.402
-12.78378,131.1207,34.5,59.437
-12.78409,131.12098,33.9,59.483
-12.78453,131.12135,33.8,59.546
-12.78491,131.12163,33.7,59.598
-12.78525,131.12186,32.9,59.644
-12.78545,131.12198,32.8,59.669
-12.78594,131.12225,32.4,59.731
-12.78636,131.12246,32.2,59.783
-12.78666,131.12258,32.8,59.819
-12.78726,131.12282,32.2,59.891
-12.78749,131.12289,32.2,59.918
-12.78787,131.123,33.2,59.962
-12.78822,131.12307,33.8,60.001
-12.78887,131.12318,34.4,60.075
-12.78913,131.1232,35,60.104
-12.78997,131.12326,36.5,60.197
-12.79031,131.12325,37,60.235
-12.79087,131.12322,38,60.298
-12.79143,131.12319,38.9,60.36
-12.79226,131.123135,39.3,60.453
-12.79309,131.12308,40.3,60.545
-12.79377,131.12304,40,60.621
-12.79445,131.123,39.6,60.697
-12.79472,131.12298,40,60.727
-12.79529,131.12295,39.9,60.791
-12.79541,131.12293,39.7,60.804
-12.79564,131.12292,39.4,60.83
-12.79619,131.12289,39.8,60.891
-12.797,131.12284,41,60.981
-12.79781,131.12279,40.2,61.072
-12.7983,131.12276,38.3,61.126
-12.7984,131.12275,38,61.138
-12.79906,131.12271,36,61.211
-12.79972,131.12267,35.3,61.285
-12.800405,131.12263,34.2,61.361
-12.80109,131.12259,34,61.437
-12.801947,131.122538,33.4,61.533
-12.802805,131.122485,35,61.629
-12.803663,131.122433,35.7,61.724
-12.80452,131.12238,36.9,61.82
-12.80506,131.122335,37.7,61.88
-12.8056,131.12229,38.2,61.941
-12.80566,131.12228,38.2,61.947
-12.80602,131.12226,38.3,61.987
-12.80639,131.12227,38.5,62.029
-12.80675,131.1223,38.7,62.069
-12.80719,131.12235,39,62.118
-12.80758,131.12241,39.8,62.162
-12.80787,131.12248,40.6,62.195
-12.80821,131.12257,40.8,62.234
-12.80855,131.1227,40.5,62.275
-12.80887,131.12283,40.2,62.313
-12.80935,131.12306,40.2,62.372
-12.80995,131.12342,41.1,62.449
-12.8106,131.123817,41.7,62.534
-12.81125,131.124213,43.3,62.618
-12.8119,131.12461,45.3,62.702
-12.812603,131.12504,46,62.793
-12.813307,131.12547,46.4,62.884
-12.81401,131.1259,48.3,62.975
-12.814593,131.126262,51.2,63.051
-12.815175,131.126625,52,63.127
-12.815757,131.126988,52.9,63.203
-12.81634,131.12735,53.5,63.279
-12.817077,131.1278,56,63.374
-12.817813,131.12825,58.8,63.47
-12.81855,131.1287,58.2,63.565
-12.819147,131.129063,55.7,63.642
-12.819743,131.129427,54.9,63.72
-12.82034,131.12979,54.6,63.797
-12.82103,131.13023,53.8,63.887
-12.82172,131.13067,51.8,63.978
-12.82195,131.13083,51.3,64.009
-12.82239,131.1311,51.4,64.066
-12.82283,131.13137,50.3,64.123
-12.82309,131.13151,49.7,64.156
-12.82341,131.13167,49.1,64.195
-12.82385,131.13189,48.7,64.25
-12.8241,131.13198,48.4,64.279
-12.82453,131.13213,48,64.33
-12.8247,131.13218,47.9,64.349
-12.8253,131.13235,47.6,64.419
-12.8257,131.13243,47.2,64.464
-12.82575,131.13243,47.2,64.47
-12.82646,131.13253,46.8,64.549
-12.8267,131.13253,46.8,64.576
-12.82719,131.132535,46.8,64.631
-12.82768,131.13254,46.4,64.685
-12.828505,131.132535,46.2,64.777
-12.82933,131.13253,47.1,64.869
-12.82996,131.132525,45.3,64.939
-12.83059,131.13252,44.4,65.009
-12.83145,131.13253,43.5,65.105
-12.83174,131.13255,42.6,65.137
-12.83243,131.13265,40.9,65.215
-12.83281,131.13273,40.2,65.258
-12.8332,131.13283,39.9,65.303
-12.83347,131.13292,39.4,65.334
-12.83416,131.13315,37,65.415
-12.834665,131.133345,35.8,65.475
-12.83517,131.13354,34.3,65.535
-12.835695,131.13373,33.4,65.597
-12.83622,131.13392,32.9,65.659
-12.83704,131.13419,32.6,65.755
-12.83759,131.13438,33.6,65.82
-12.83824,131.13462,32.9,65.897
-12.83894,131.13489,31,65.98
-12.83977,131.13519,31.1,66.078
-12.84042,131.135435,32.6,66.155
-12.84107,131.13568,33.8,66.232
-12.841605,131.135875,33.5,66.295
-12.84214,131.13607,34.2,66.358
-12.84272,131.136285,35.1,66.427
-12.8433,131.1365,36.3,66.496
-12.844104,131.136789,37,66.591
-12.844908,131.137078,36.4,66.685
-12.845711,131.137366,35.3,66.78
-12.846515,131.137655,34.9,66.875
-12.847319,131.137944,34.2,66.97
-12.848122,131.138232,34.2,67.065
-12.848926,131.138521,35.3,67.159
-12.84973,131.13881,36.2,67.254
-12.85042,131.13905,37.4,67.335
-12.851093,131.139297,38.6,67.415
-12.851767,131.139543,39.9,67.495
-12.85244,131.13979,41.2,67.574
-12.853172,131.140052,42.1,67.66
-12.853903,131.140313,42.2,67.747
-12.854635,131.140575,41.7,67.833
-12.855367,131.140837,42.5,67.919
-12.856098,131.141098,44.9,68.005
-12.85683,131.14136,46.1,68.092
-12.857575,131.141635,46.4,68.18
-12.85832,131.14191,47.8,68.268
-12.85877,131.14206,49.4,68.321
-12.85937,131.14226,51.4,68.391
-12.85963,131.14233,52.2,68.421
-12.85998,131.14241,53.2,68.461
-12.86043,131.142475,55,68.511
-12.86088,131.14254,56.7,68.562
-12.86116,131.14256,57.3,68.593
-12.86192,131.1426,58.8,68.678
-12.86216,131.14259,59.4,68.705
-12.86265,131.14255,59.7,68.759
-12.86314,131.14251,59.4,68.814
-12.86334,131.14247,59.3,68.837
-12.86404,131.14233,59.2,68.916
-12.86451,131.142225,59.4,68.97
-12.86498,131.14212,58.6,69.023
-12.86566,131.14198,57,69.1
-12.86634,131.14184,55.4,69.178
-12.86702,131.1417,55.5,69.255
-12.867745,131.141535,59.7,69.337
-12.86847,131.14137,63.8,69.42
-12.869065,131.141245,63.1,69.488
-12.86966,131.14112,61.3,69.555
-12.870125,131.14102,60.3,69.608
-12.87059,131.14092,60,69.661
-12.8714,131.14079,59.6,69.752
-12.87167,131.14075,59.2,69.783
-12.87256,131.14069,55.1,69.882
-12.87322,131.14066,53.2,69.956
-12.87383,131.14065,52.8,70.023
-12.87443,131.14065,52.3,70.09
-12.87504,131.14069,51.7,70.158
-12.87528,131.1407,51.5,70.185
-12.87564,131.14075,50.9,70.226
-12.87611,131.1408,50.6,70.278
-12.87686,131.14089,51.5,70.362
-12.87727,131.14093,51.9,70.408
-12.87777,131.14099,53.8,70.464
-12.878638,131.141094,55.8,70.561
-12.879506,131.141198,54.6,70.659
-12.880374,131.141302,52.4,70.756
-12.881242,131.141406,51.6,70.853
-12.88211,131.14151,52.6,70.95
-12.882973,131.14161,53.4,71.047
-12.883837,131.14171,54.1,71.144
-12.8847,131.14181,53.2,71.241
-12.88538,131.141885,54.1,71.317
-12.88606,131.14196,54.4,71.393
-12.88667,131.142035,54.1,71.461
-12.88728,131.14211,53.2,71.53
-12.88805,131.14215,52.2,71.615
-12.88839,131.14215,52.2,71.653
-12.88884,131.14214,52.2,71.703
-12.88914,131.1421,52.6,71.737
-12.88981,131.14201,53.9,71.812
-12.89029,131.14191,54.5,71.867
-12.89097,131.14173,55,71.945
-12.89165,131.14155,55,72.023
-12.892487,131.14133,56.2,72.119
-12.893323,131.14111,56.4,72.216
-12.89416,131.14089,56.1,72.312
-12.894997,131.14067,54,72.408
-12.895833,131.14045,53.5,72.504
-12.89667,131.14023,52.6,72.6
-12.897115,131.140115,53.7,72.651
-12.89756,131.14,53.8,72.702
-12.89834,131.139795,53.3,72.792
-12.89912,131.13959,53,72.882
-12.8999,131.139385,53,72.971
-12.90068,131.13918,52.3,73.061
-12.90104,131.13908,52.5,73.102
-12.901685,131.138905,53,73.177
-12.90233,131.13873,53,73.251
-12.90286,131.138605,52.9,73.311
-12.90339,131.13848,52.8,73.372
-12.90367,131.13844,52.8,73.403
-12.9039,131.13841,52.8,73.429
-12.90425,131.13837,53.3,73.468
-12.90461,131.13835,54.3,73.509
-12.90491,131.13834,55.1,73.542
-12.90524,131.13834,55.5,73.579
-12.90534,131.13834,55.7,73.59
-12.90596,131.1384,56.4,73.659
-12.9065,131.13847,57.1,73.72
-12.90707,131.13858,57.5,73.784
-12.90754,131.1387,57.6,73.838
-12.90791,131.13882,57.4,73.881
-12.90848,131.13899,58,73.948
-12.90928,131.13922,59.8,74.04
-12.90985,131.13939,60,74.106
-12.91018,131.13948,60,74.144
-12.91055,131.13955,60.2,74.186
-12.91105,131.13962,60.8,74.242
-12.91141,131.13965,60.3,74.282
-12.9117,131.13967,60,74.315
-12.91191,131.13967,60,74.338
-12.91222,131.13968,60,74.373
-12.91256,131.13967,60,74.41
-12.91292,131.13963,59.9,74.451
-12.91315,131.13962,60.1,74.476
-12.91332,131.1396,60.3,74.495
-12.91357,131.13956,60.7,74.524
-12.91393,131.13948,62,74.565
-12.9143,131.13938,63.9,74.607
-12.91501,131.13916,67.2,74.69
-12.91538,131.13902,68.3,74.734
-12.91566,131.1389,68.9,74.767
-12.91597,131.13876,69.6,74.805
-12.916643,131.138397,69.9,74.89
-12.917317,131.138033,71.5,74.975
-12.91799,131.13767,73.2,75.059
-12.918663,131.137307,74.3,75.144
-12.919337,131.136943,72.2,75.229
-12.92001,131.13658,70.6,75.313
-12.92078,131.13615,68.7,75.411
-12.92136,131.13584,67.9,75.484
-12.922077,131.13545,67.9,75.574
-12.922793,131.13506,67.9,75.664
-12.92351,131.13467,66.5,75.755
-12.9242,131.134293,67.5,75.842
-12.92489,131.133917,67.6,75.929
-12.92558,131.13354,68,76.016
-12.926173,131.133217,69,76.09
-12.926767,131.132893,68.5,76.165
-12.92736,131.13257,67.8,76.24
-12.928043,131.13219,68.7,76.327
-12.928727,131.13181,70.2,76.413
-12.92941,131.13143,69.8,76.5
-12.92992,131.13116,69.5,76.563
-12.93049,131.13087,69.4,76.634
-12.93052,131.13086,69.4,76.638
-12.93104,131.13062,70.3,76.701
-12.93135,131.13048,71,76.739
-12.93175,131.13032,71.1,76.787
-12.9321,131.1302,70.7,76.828
-12.932565,131.130055,70,76.882
-12.93303,131.12991,69.9,76.936
-12.93367,131.12972,69.5,77.01
-12.93401,131.12961,69.8,77.05
-12.93455,131.12942,70.6,77.113
-12.93491,131.12927,71.5,77.157
-12.93512,131.12918,72,77.182
-12.93565,131.12894,73.2,77.247
-12.93603,131.12875,74.5,77.294
-12.9367,131.12839,76.2,77.378
-12.93714,131.12812,76.7,77.435
-12.93763,131.12781,76.7,77.499
-12.938135,131.127475,77.4,77.566
-12.93864,131.12714,77.5,77.633
-12.939247,131.126743,76.8,77.713
-12.939853,131.126347,77.2,77.793
-12.94046,131.12595,76.9,77.873
-12.94088,131.125675,76.8,77.929
-12.9413,131.1254,76.1,77.984
-12.94167,131.12515,75.3,78.033
-12.94225,131.12478,75.2,78.109
-12.94253,131.1246,75,78.146
-12.94297,131.12433,75.7,78.203
-12.94334,131.12412,76,78.25
-12.94392,131.12382,76,78.323
-12.94411,131.12372,76.2,78.346
-12.94447,131.12354,76.4,78.391
-12.94454,131.12351,76.4,78.399
-12.94483,131.12339,76.3,78.434
-12.94494,131.12333,76.2,78.448
-12.9452,131.12323,76,78.479
-12.94546,131.12313,76,78.51
-12.94569,131.12303,76,78.538
-12.94605,131.12291,76.2,78.58
-12.94635,131.12281,76.4,78.615
-12.94674,131.12268,77.1,78.661
-12.94713,131.12257,78.8,78.706
-12.94732,131.12251,79.7,78.728
-12.94762,131.12244,80.6,78.762
-12.94796,131.12236,81.4,78.801
-12.94881,131.12218,83,78.897
-12.94927,131.12208,83.3,78.95
-12.94973,131.12198,83.5,79.002
-12.9504,131.12185,84,79.078
-12.9508,131.12177,83.9,79.123
-12.95128,131.12167,83.1,79.178
-12.95176,131.12157,82.6,79.232
-12.95261,131.1214,82.8,79.329
-12.953185,131.121285,83.5,79.394
-12.95376,131.12117,84,79.459
-12.95451,131.12101,84.4,79.545
-12.955243,131.12086,86.1,79.628
-12.955977,131.12071,88.1,79.711
-12.95671,131.12056,88.8,79.794
-12.95732,131.12044,89,79.863
-12.95793,131.12032,89.7,79.933
-12.95854,131.1202,90.5,80.002
-12.95888,131.12014,90.9,80.04
-12.95966,131.11998,91.9,80.129
-12.95982,131.11995,92.2,80.147
-12.96049,131.11981,94,80.223
-12.96116,131.11967,95,80.299
-12.96182,131.119537,95.3,80.374
-12.96248,131.119403,96.5,80.449
-12.96314,131.11927,97.7,80.524
-12.96333,131.11924,97.8,80.545
-12.96378,131.11913,98,80.596
-12.96405,131.11905,98,80.628
-12.96425,131.11899,97.9,80.651
-12.96455,131.11887,98,80.687
-12.96499,131.11868,98.9,80.74
-12.96513,131.11861,99.1,80.757
-12.96539,131.11848,99.2,80.789
-12.96557,131.11838,99,80.812
-12.9658,131.11825,99,80.841
-12.96639,131.11788,99.7,80.918
-12.96666,131.11771,99.9,80.954
-12.96695,131.11753,99,80.991
-12.96719,131.11739,98.6,81.022
-12.96759,131.11717,98.8,81.073
-12.96784,131.11705,99,81.103
-12.96813,131.11694,98.4,81.138
-12.96853,131.11679,97,81.185
-12.96886,131.11668,95.8,81.224
-12.96916,131.11661,94.7,81.258
-12.9695,131.11652,93.5,81.297
-12.96994,131.11643,92.1,81.347
-12.97028,131.11638,90.9,81.385
-12.97086,131.11632,88.5,81.45
-12.97111,131.1163,87.4,81.478
-12.97134,131.1163,86.4,81.504
-12.9717,131.1163,85.6,81.544
-12.97185,131.1163,85.3,81.561
-12.97201,131.11631,85.1,81.578
-12.97236,131.11633,85.4,81.617
-12.972825,131.11636,86.2,81.669
-12.97329,131.11639,87.7,81.721
-12.97345,131.1164,88.2,81.739
-12.974345,131.11646,88.8,81.839
-12.97524,131.11652,88.4,81.939
-12.975695,131.116545,88.3,81.989
-12.97615,131.11657,88.4,82.04
-12.97644,131.11659,88.2,82.073
-12.976915,131.11662,87.7,82.125
-12.97739,131.11665,86.8,82.178
-12.9776,131.11666,86.4,82.202
-12.97834,131.116725,86,82.285
-12.97908,131.11679,84,82.367
-12.97966,131.11683,82.4,82.432
-12.98024,131.11687,81.7,82.497
-12.981027,131.116923,81.6,82.584
-12.981813,131.116977,80.8,82.672
-12.9826,131.11703,79.8,82.76
-12.983387,131.117083,79.3,82.848
-12.984173,131.117137,79.5,82.935
-12.98496,131.11719,79.7,83.023
-12.985665,131.117242,79.2,83.102
-12.98637,131.117295,78.6,83.181
